application_id,job_id,candidate_id,skill_match_score,experience_match_score,cgpa_score,projects_score,overall_score,outcome
989,132,91,0.0,53.5,96.6,70,41.04,rejected
990,82,210,14.29,97.0,93.6,20,51.85,hired
991,59,294,0.0,94.0,87.4,90,54.81,rejected
992,190,12,14.29,95.5,94.9,20,51.6,rejected
993,180,302,14.29,64.0,81.5,50,44.64,rejected
994,163,220,14.29,65.5,60.8,40,40.48,rejected
995,31,233,12.5,28.0,94.5,60,36.58,rejected
996,16,207,28.57,65.5,71.3,0,41.77,rejected
997,128,121,14.29,55.0,79.3,80,46.11,rejected
998,133,400,0.0,94.0,96.9,10,44.23,rejected
999,4,187,0.0,47.5,93.6,90,41.79,rejected
1000,97,277,12.5,59.5,74.5,100,49.02,shortlisted
1001,169,431,16.67,74.5,66.5,90,52.49,shortlisted
1002,58,323,0.0,32.5,90.0,50,30.75,rejected
1003,173,82,0.0,40.0,63.8,70,32.07,shortlisted
1004,101,348,0.0,52.0,74.1,40,32.72,rejected
1005,94,8,0.0,49.0,80.0,30,31.2,rejected
1006,139,230,0.0,44.5,96.7,80,39.86,rejected
1007,176,136,0.0,62.5,79.2,60,39.63,rejected
1008,39,376,0.0,98.5,64.5,0,39.22,shortlisted
1009,167,395,16.67,41.5,65.9,70,39.5,rejected
1010,19,293,37.5,97.0,75.5,100,70.42,shortlisted
1011,146,204,14.29,100.0,71.2,40,52.39,rejected
1012,194,305,14.29,83.5,93.7,10,46.32,rejected
1013,143,303,0.0,37.0,76.6,20,25.59,rejected
1014,175,138,0.0,26.5,88.2,80,33.18,rejected
1015,160,312,14.29,94.0,94.1,80,60.03,rejected
1016,140,445,0.0,86.5,81.6,20,41.19,hired
1017,41,65,28.57,0.0,82.9,40,29.86,rejected
1018,10,436,0.0,5.5,61.2,50,18.33,rejected
1019,9,488,0.0,40.0,88.7,0,25.3,rejected
1020,187,118,0.0,47.5,74.3,50,32.89,rejected
1021,139,222,0.0,68.5,75.5,80,43.88,rejected
1022,154,367,14.29,65.5,69.1,40,41.73,rejected
1023,130,497,0.0,91.0,94.3,40,47.45,rejected
1024,34,153,0.0,98.5,90.6,50,50.64,rejected
1025,87,434,14.29,41.5,85.1,60,39.93,rejected
1026,132,284,0.0,28.0,87.0,0,21.45,rejected
1027,166,44,0.0,74.5,77.7,70,44.5,rejected
1028,116,321,0.0,98.5,78.1,80,53.26,rejected
1029,118,493,14.29,95.5,85.6,0,47.2,rejected
1030,10,356,33.33,10.0,68.7,100,41.64,rejected
1031,24,183,0.0,77.5,90.2,0,36.78,rejected
1032,61,459,14.29,46.0,83.9,90,45.6,rejected
1033,115,200,14.29,61.0,64.0,20,36.61,rejected
1034,139,394,0.0,44.5,68.2,0,23.58,rejected
1035,48,14,0.0,34.0,61.8,100,34.47,rejected
1036,116,141,0.0,88.0,87.0,20,42.45,rejected
1037,20,494,0.0,62.5,70.8,0,29.37,rejected
1038,185,322,0.0,76.0,91.4,80,48.51,rejected
1039,119,254,0.0,58.0,93.8,20,34.47,rejected
1040,127,197,0.0,100.0,97.1,100,59.56,rejected
1041,160,295,0.0,74.5,86.1,40,41.27,rejected
1042,130,255,14.29,88.0,93.4,50,53.62,rejected
1043,40,429,85.71,86.5,94.0,10,75.84,rejected
1044,82,265,0.0,82.0,85.5,50,44.92,rejected
1045,127,384,0.0,77.5,85.0,20,39.0,hired
1046,165,273,0.0,47.5,90.6,60,36.84,rejected
1047,135,1,12.5,31.0,96.6,50,36.29,rejected
1048,48,350,0.0,62.5,66.7,20,31.76,rejected
1049,61,189,14.29,34.0,89.7,70,39.87,shortlisted
1050,69,453,16.67,77.5,92.9,0,43.85,hired
1051,93,387,0.0,82.0,95.7,50,46.45,rejected
1052,98,373,0.0,98.5,67.6,80,51.69,rejected
1054,8,345,0.0,73.0,95.7,80,48.25,shortlisted
1055,72,461,0.0,34.0,89.1,30,28.06,rejected
1056,200,383,16.67,40.0,78.9,20,33.5,rejected
1057,96,138,0.0,34.0,88.2,80,35.43,rejected
1058,135,202,0.0,76.0,64.1,0,32.41,rejected
1059,101,101,85.71,64.0,67.3,40,69.58,shortlisted
1060,157,151,0.0,95.5,68.9,10,40.48,shortlisted
1061,64,325,62.5,40.0,60.3,10,47.55,rejected
1062,175,273,0.0,2.5,90.6,60,23.34,rejected
1063,69,405,0.0,95.5,76.8,70,50.67,rejected
1064,57,444,0.0,44.5,90.0,40,32.85,rejected
1065,140,492,0.0,80.5,85.7,100,52.0,rejected
1066,147,479,0.0,82.0,89.6,80,50.04,shortlisted
1067,104,85,0.0,98.5,96.0,100,58.95,shortlisted
1068,176,349,0.0,62.5,70.3,80,41.3,rejected
1069,48,273,12.5,77.5,90.6,60,50.84,rejected
1070,185,478,16.67,85.0,97.2,50,54.25,rejected
1071,88,200,0.0,91.0,64.0,20,39.9,shortlisted
1072,148,88,0.0,0.0,80.1,30,16.52,rejected
1073,151,114,0.0,89.5,78.7,20,41.66,rejected
1074,57,176,0.0,19.0,75.7,70,27.55,rejected
1075,176,190,0.0,86.5,61.0,0,35.1,shortlisted
1076,130,55,0.0,91.0,92.2,20,44.13,rejected
1077,101,190,0.0,47.5,61.0,0,23.4,rejected
1078,166,251,0.0,52.0,72.6,0,26.49,rejected
1079,99,487,14.29,14.5,89.3,100,38.46,rejected
1080,84,9,0.0,92.5,95.5,10,43.58,rejected
1081,194,250,14.29,7.0,73.6,40,24.85,rejected
1082,74,423,14.29,38.5,93.0,50,38.71,rejected
1083,2,100,0.0,82.0,80.4,0,36.66,rejected
1084,160,62,0.0,52.0,85.9,0,28.48,rejected
1085,132,423,0.0,61.0,93.0,50,39.75,rejected
1086,29,468,0.0,64.0,86.0,50,39.6,rejected
1087,124,85,14.29,74.5,96.0,100,57.46,hired
1088,134,427,0.0,79.0,94.9,20,40.94,rejected
1089,149,121,0.0,83.5,79.3,80,48.95,rejected
1090,10,45,0.0,26.5,61.8,70,27.72,rejected
1091,54,202,0.0,50.5,64.1,0,24.76,rejected
1092,84,151,0.0,89.5,68.9,10,38.68,rejected
1093,84,424,28.57,76.0,74.5,60,54.4,rejected
1094,28,111,0.0,95.5,70.3,10,40.7,rejected
1095,94,318,0.0,83.5,97.7,20,42.7,rejected
1096,108,244,0.0,70.0,97.8,70,46.17,rejected
1097,135,50,25.0,100.0,65.3,20,52.8,rejected
1098,110,230,0.0,23.5,96.7,80,33.55,rejected
1099,12,9,0.0,79.0,95.5,10,39.52,rejected
1100,69,488,0.0,28.0,88.7,0,21.7,rejected
1101,179,443,0.0,68.5,75.7,50,39.41,rejected
1102,28,146,0.0,65.5,77.3,50,38.74,rejected
1103,23,19,0.0,77.5,66.7,70,43.76,rejected
1104,46,234,0.0,74.5,68.4,100,47.61,rejected
1105,136,486,0.0,80.5,80.0,50,43.65,rejected
1106,179,303,12.5,79.0,76.6,20,43.19,rejected
1107,144,31,0.0,97.0,62.5,40,44.47,rejected
1108,34,388,16.67,59.5,91.7,30,42.77,rejected
1109,70,185,0.0,58.0,90.8,50,38.52,shortlisted
1110,132,270,0.0,83.5,96.3,70,50.0,rejected
1111,197,179,0.0,67.0,82.2,10,33.93,rejected
1112,36,479,0.0,31.0,89.6,80,34.74,rejected
1113,199,220,0.0,5.5,60.8,40,16.77,rejected
1114,84,443,0.0,98.5,75.7,50,48.41,rejected
1115,130,213,14.29,55.0,75.0,80,45.46,rejected
1116,116,276,0.0,97.0,81.7,100,56.35,shortlisted
1117,77,442,28.57,0.0,86.9,0,24.46,shortlisted
1118,127,362,25.0,85.0,77.3,80,59.09,shortlisted
1119,87,380,14.29,97.0,81.5,50,54.54,rejected
1120,72,278,28.57,98.5,86.2,30,58.41,rejected
1121,188,302,0.0,43.0,81.5,50,32.62,rejected
1122,94,408,0.0,55.0,86.4,60,38.46,rejected
1123,183,431,0.0,70.0,66.5,90,44.48,rejected
1124,46,258,14.29,73.0,61.1,70,47.28,shortlisted
1125,158,467,0.0,22.0,82.5,50,26.48,shortlisted
1126,22,416,0.0,0.0,77.1,30,16.07,rejected
1127,86,14,42.86,92.5,61.8,100,69.16,shortlisted
1128,2,452,14.29,56.5,71.8,20,36.43,hired
1129,40,411,0.0,50.5,94.3,90,42.8,rejected
1130,164,118,0.0,94.0,74.3,50,46.84,rejected
1131,60,38,0.0,47.5,83.7,90,40.3,rejected
1132,34,330,0.0,49.0,65.5,10,26.02,rejected
1133,30,410,16.67,46.0,73.7,0,31.52,rejected
1134,82,36,14.29,86.5,72.3,50,50.01,rejected
1135,83,175,0.0,100.0,76.0,20,44.4,rejected
1136,134,105,14.29,49.0,72.0,90,44.71,rejected
1137,109,285,0.0,67.0,78.6,50,39.39,rejected
1138,175,52,0.0,82.0,93.1,90,52.06,rejected
1139,73,436,0.0,61.0,61.2,50,34.98,rejected
1140,158,197,0.0,86.5,97.1,100,55.52,shortlisted
1141,159,367,0.0,5.5,69.1,40,18.01,rejected
1142,128,494,0.0,83.5,70.8,0,35.67,rejected
1143,57,217,0.0,86.5,65.6,10,37.29,rejected
1144,164,404,0.0,92.5,73.9,50,46.34,rejected
1145,75,330,25.0,98.5,65.5,10,50.88,rejected
1146,192,4,0.0,64.0,65.9,10,30.59,shortlisted
1147,132,379,0.0,31.0,73.6,40,26.34,rejected
1148,95,148,14.29,95.5,65.0,50,51.61,rejected
1149,18,270,0.0,76.0,96.3,70,47.75,rejected
1150,45,363,0.0,83.5,90.6,40,44.64,rejected
1151,28,378,14.29,65.5,64.1,30,39.48,shortlisted
1152,17,65,16.67,46.0,82.9,40,38.9,rejected
1153,37,450,0.0,47.5,74.1,30,29.86,rejected
1154,2,321,0.0,73.0,78.1,80,45.61,rejected
1155,24,31,0.0,53.5,62.5,40,31.43,rejected
1156,3,454,0.0,52.0,79.8,0,27.57,shortlisted
1157,63,213,14.29,53.5,75.0,80,45.01,rejected
1158,41,105,28.57,16.0,72.0,90,40.53,rejected
1159,119,177,0.0,77.5,62.8,60,41.67,hired
1160,43,393,0.0,77.5,60.0,40,38.25,rejected
1161,133,362,0.0,46.0,77.3,80,37.39,shortlisted
1162,117,91,28.57,67.0,96.6,70,56.52,rejected
1163,90,246,14.29,95.5,69.7,90,58.32,shortlisted
1164,67,383,0.0,64.0,78.9,20,34.03,rejected
1165,144,322,0.0,74.5,91.4,80,48.06,rejected
1166,35,195,0.0,0.0,67.7,50,17.65,shortlisted
1167,147,483,0.0,74.5,66.4,100,47.31,hired
1168,37,317,0.0,56.5,79.6,90,42.39,shortlisted
1169,199,438,0.0,77.5,91.2,80,48.93,rejected
1170,117,196,14.29,88.0,89.4,50,53.02,rejected
1171,142,124,0.0,92.5,81.9,50,47.53,rejected
1172,101,28,0.0,46.0,62.9,80,35.23,rejected
1173,47,368,16.67,44.5,64.2,90,43.15,rejected
1174,31,331,0.0,56.5,95.4,90,44.76,rejected
1175,17,235,0.0,55.0,66.9,70,37.03,rejected
1176,51,227,37.5,10.0,92.6,100,46.89,rejected
1177,187,112,16.67,92.5,63.4,10,45.43,rejected
1178,168,299,16.67,83.5,69.6,20,45.16,rejected
1179,8,167,0.0,83.5,83.8,70,48.12,shortlisted
1180,40,296,0.0,89.5,68.4,80,49.11,rejected
1181,158,110,0.0,37.0,65.9,50,28.48,rejected
1182,44,490,0.0,65.5,60.5,60,37.72,shortlisted
1183,110,410,0.0,98.5,73.7,0,40.6,rejected
1184,150,39,0.0,97.0,89.1,90,55.96,rejected
1185,61,284,14.29,70.0,87.0,0,39.76,rejected
1186,61,460,14.29,79.0,89.0,10,44.26,shortlisted
1187,168,187,16.67,89.5,93.6,90,61.06,rejected
1188,63,405,0.0,37.0,76.8,70,33.12,rejected
1189,139,105,0.0,64.0,72.0,90,43.5,rejected
1190,79,137,0.0,31.0,90.2,40,28.83,rejected
1191,126,372,0.0,77.5,66.9,60,42.28,rejected
1193,57,83,28.57,79.0,80.5,20,50.2,rejected
1194,75,127,0.0,11.5,64.4,100,28.11,rejected
1195,147,171,0.0,20.5,79.6,60,27.09,rejected
1196,65,296,0.0,82.0,68.4,80,46.86,rejected
1197,199,256,0.0,83.5,86.2,60,46.98,rejected
1198,186,60,0.0,100.0,67.7,40,46.16,shortlisted
1199,115,310,14.29,79.0,85.4,50,49.72,rejected
1200,150,225,0.0,53.5,74.2,20,30.18,hired
1201,147,90,14.29,22.0,82.3,30,29.16,rejected
1202,42,29,0.0,10.0,79.0,80,26.85,rejected
1203,171,462,14.29,88.0,94.9,50,53.85,rejected
1204,195,270,0.0,88.0,96.3,70,51.34,rejected
1205,185,58,0.0,58.0,87.4,10,32.01,rejected
1206,182,459,0.0,58.0,83.9,90,43.48,rejected
1207,36,297,0.0,34.0,81.0,20,25.35,rejected
1208,133,125,14.29,55.0,64.0,10,33.31,shortlisted
1209,8,416,0.0,59.5,77.1,30,33.91,rejected
1210,26,69,0.0,53.5,96.3,90,44.0,rejected
1211,102,374,0.0,53.5,83.9,80,40.64,rejected
1212,14,281,14.29,70.0,83.6,30,43.75,shortlisted
1213,10,453,0.0,56.5,92.9,0,30.89,hired
1214,195,284,0.0,32.5,87.0,0,22.8,rejected
1215,176,454,12.5,53.5,79.8,0,33.02,rejected
1216,129,260,0.0,86.5,63.6,70,45.99,rejected
1217,113,179,0.0,28.0,82.2,10,22.23,rejected
1218,178,379,0.0,26.5,73.6,40,24.99,rejected
1219,96,342,0.0,98.5,91.7,20,46.3,rejected
1220,48,122,87.5,19.0,85.0,20,56.45,rejected
1221,101,474,0.0,23.5,92.0,60,29.85,shortlisted
1222,193,405,0.0,34.0,76.8,70,32.22,rejected
1223,197,21,0.0,92.5,88.6,40,47.04,rejected
1224,72,155,14.29,5.5,86.1,10,21.78,rejected
1225,100,331,0.0,44.5,95.4,90,41.16,shortlisted
1226,147,438,0.0,38.5,91.2,80,37.23,rejected
1227,83,57,0.0,59.5,70.6,30,32.94,rejected
1228,89,428,0.0,52.0,82.2,20,30.93,rejected
1229,54,447,16.67,80.5,91.7,90,58.07,rejected
1230,24,12,0.0,83.5,94.9,20,42.29,rejected
1231,165,296,0.0,92.5,68.4,80,50.01,shortlisted
1232,187,483,0.0,67.0,66.4,100,45.06,rejected
1233,90,340,14.29,61.0,88.5,10,38.79,hired
1234,78,102,0.0,64.0,97.6,40,39.84,rejected
1235,168,445,0.0,97.0,81.6,20,44.34,rejected
1236,50,30,0.0,76.0,67.6,10,34.44,rejected
1237,51,467,37.5,2.5,82.5,50,35.62,hired
1238,107,241,0.0,82.0,74.6,80,47.79,shortlisted
1239,176,304,0.0,67.0,81.0,100,47.25,rejected
1240,156,496,0.0,32.5,94.0,40,29.85,shortlisted
1241,102,25,0.0,38.5,94.6,40,31.74,rejected
1242,188,78,16.67,32.5,84.4,50,36.58,shortlisted
1243,41,61,0.0,83.5,69.2,30,39.93,rejected
1244,180,492,28.57,100.0,85.7,100,69.28,shortlisted
1245,120,386,0.0,70.0,87.3,30,38.59,rejected
1246,14,59,0.0,61.0,90.6,0,31.89,rejected
1247,191,345,0.0,25.0,95.7,80,33.86,shortlisted
1248,29,196,16.67,74.5,89.4,50,49.93,rejected
1249,34,468,0.0,64.0,86.0,50,39.6,shortlisted
1250,31,317,0.0,71.5,79.6,90,46.89,rejected
1251,115,70,14.29,83.5,85.4,40,49.57,rejected
1252,170,381,0.0,74.5,65.9,40,38.23,rejected
1253,195,225,0.0,86.5,74.2,20,40.08,rejected
1254,51,474,0.0,80.5,92.0,60,46.95,rejected
1255,187,110,16.67,56.5,65.9,50,41.0,hired
1256,147,99,0.0,76.0,94.7,0,37.01,rejected
1257,87,107,0.0,19.0,68.8,50,23.52,rejected
1258,170,92,0.0,79.0,70.8,80,46.32,rejected
1259,171,416,0.0,49.0,77.1,30,30.77,rejected
1260,134,54,0.0,50.5,71.9,60,34.94,shortlisted
1261,73,91,25.0,82.0,96.6,70,59.59,shortlisted
1262,73,12,12.5,73.0,94.9,20,44.13,rejected
1263,175,203,0.0,61.0,73.3,10,30.8,rejected
1264,36,473,0.0,98.5,87.0,60,51.6,rejected
1265,3,296,0.0,98.5,68.4,80,51.81,rejected
1266,35,77,16.67,4.0,86.6,0,20.86,rejected
1267,97,66,0.0,20.5,70.4,50,24.21,hired
1268,152,100,0.0,61.0,80.4,0,30.36,rejected
1269,94,496,0.0,46.0,94.0,40,33.9,rejected
1270,98,430,87.5,47.5,73.8,60,69.32,rejected
1271,190,377,0.0,28.0,66.0,100,33.3,rejected
1272,55,367,0.0,97.0,69.1,40,45.46,rejected
1273,153,177,0.0,85.0,62.8,60,43.92,shortlisted
1274,178,299,0.0,50.5,69.6,20,28.59,rejected
1275,5,398,37.5,92.5,72.7,60,62.66,shortlisted
1276,117,61,0.0,70.0,69.2,30,35.88,shortlisted
1277,49,218,0.0,8.5,74.6,90,27.24,rejected
1278,141,168,14.29,59.5,69.7,90,47.52,rejected
1279,100,158,0.0,70.0,84.6,70,44.19,rejected
1280,34,109,0.0,64.0,74.4,30,34.86,rejected
1281,67,483,16.67,83.5,66.4,100,56.68,hired
1282,191,399,0.0,85.0,61.6,90,48.24,shortlisted
1283,37,247,0.0,43.0,75.8,10,25.77,rejected
1284,109,64,12.5,58.0,75.9,0,33.78,rejected
1286,127,143,0.0,22.0,97.4,20,24.21,shortlisted
1287,154,318,0.0,82.0,97.7,20,42.25,shortlisted
1288,185,370,0.0,97.0,63.4,70,49.11,rejected
1289,111,219,0.0,76.0,85.9,0,35.69,rejected
1290,6,212,0.0,64.0,92.0,60,42.0,rejected
1291,33,441,0.0,47.5,83.3,80,38.74,rejected
1292,167,484,0.0,95.5,92.4,40,48.51,rejected
1293,88,164,37.5,7.0,77.2,40,34.68,rejected
1294,41,424,28.57,68.5,74.5,60,52.15,rejected
1295,162,329,0.0,74.5,75.2,80,45.63,hired
1296,180,364,14.29,53.5,88.8,50,42.58,rejected
1297,9,128,0.0,100.0,81.3,30,46.7,shortlisted
1298,5,316,37.5,2.5,64.9,20,28.48,rejected
1299,104,490,16.67,68.5,60.5,60,45.29,rejected
1301,109,458,0.0,38.5,77.9,10,24.74,rejected
1302,160,34,0.0,38.5,64.8,100,36.27,rejected
1303,152,347,14.29,98.5,69.0,90,59.11,rejected
1304,90,191,0.0,58.0,97.0,30,36.45,rejected
1305,45,485,16.67,26.5,82.9,100,42.05,rejected
1306,123,431,14.29,85.0,66.5,90,54.69,shortlisted
1307,65,237,42.86,80.5,77.9,70,63.48,shortlisted
1308,29,23,16.67,86.5,87.6,60,54.76,rejected
1309,197,61,0.0,61.0,69.2,30,33.18,rejected
1310,132,63,0.0,82.0,72.2,10,36.93,hired
1311,7,413,0.0,70.0,73.4,30,36.51,rejected
1312,106,284,12.5,82.0,87.0,0,42.65,rejected
1313,116,205,0.0,49.0,80.8,50,34.32,rejected
1314,24,251,0.0,50.5,72.6,0,26.04,shortlisted
1315,133,22,0.0,77.5,88.2,50,43.98,rejected
1316,133,50,0.0,43.0,65.3,20,25.7,rejected
1317,172,188,0.0,56.5,62.3,60,35.3,rejected
1318,38,304,0.0,70.0,81.0,100,48.15,hired
1319,185,56,0.0,79.0,96.4,80,50.16,rejected
1320,181,32,0.0,85.0,90.1,70,49.52,rejected
1321,51,261,12.5,0.0,62.1,80,26.31,hired
1322,116,53,0.0,100.0,79.9,20,44.98,rejected
1323,119,365,14.29,40.0,71.4,40,34.42,rejected
1324,21,497,0.0,19.0,94.3,40,25.84,hired
1325,74,185,0.0,41.5,90.8,50,33.57,rejected
1326,71,252,0.0,85.0,89.6,10,40.44,rejected
1327,103,90,0.0,89.5,82.3,30,43.7,shortlisted
1328,51,13,12.5,0.0,69.7,80,27.45,hired
1329,112,94,0.0,1.0,65.5,80,22.12,rejected
1330,136,347,0.0,83.5,69.0,90,48.9,rejected
1331,110,361,0.0,98.5,94.8,70,54.27,rejected
1332,65,255,0.0,61.0,93.4,50,39.81,hired
1333,31,288,0.0,94.0,83.3,0,40.7,hired
1334,51,344,37.5,0.0,66.9,40,31.04,rejected
1335,199,103,14.29,71.5,62.1,20,39.48,rejected
1336,41,422,14.29,22.0,89.1,40,31.68,rejected
1337,113,473,14.29,59.5,87.0,60,45.61,rejected
1338,112,456,14.29,97.0,81.3,30,51.51,rejected
1339,39,41,0.0,61.0,72.9,50,36.73,rejected
1340,17,269,0.0,70.0,89.7,10,35.95,rejected
1341,36,359,0.0,83.5,89.3,10,39.95,rejected
1342,5,17,0.0,65.5,93.2,100,48.63,shortlisted
1343,69,207,16.67,53.5,71.3,0,33.41,rejected
1344,26,160,0.0,16.0,62.8,0,14.22,rejected
1345,161,302,0.0,31.0,81.5,50,29.02,hired
1346,18,408,0.0,44.5,86.4,60,35.31,shortlisted
1347,115,302,0.0,83.5,81.5,50,44.77,rejected
1348,120,64,0.0,4.0,75.9,0,12.59,rejected
1349,10,11,16.67,46.0,97.8,30,39.64,rejected
1350,68,300,16.67,76.0,62.6,30,43.36,rejected
1351,197,483,0.0,74.5,66.4,100,47.31,rejected
1352,184,289,14.29,80.5,60.9,50,46.5,rejected
1353,182,324,0.0,88.0,68.8,40,42.72,rejected
1354,147,2,0.0,14.5,95.6,80,30.69,rejected
1355,171,363,0.0,100.0,90.6,40,49.59,shortlisted
1356,45,22,0.0,77.5,88.2,50,43.98,rejected
1357,156,257,0.0,10.0,66.1,90,26.41,hired
1358,151,153,0.0,97.0,90.6,50,50.19,rejected
1359,154,421,14.29,73.0,83.0,20,43.06,rejected
1361,127,328,75.0,70.0,97.6,60,74.64,shortlisted
1362,17,102,0.0,100.0,97.6,40,50.64,rejected
1363,113,351,0.0,47.5,92.6,60,37.14,shortlisted
1364,107,196,16.67,59.5,89.4,50,45.43,rejected
1365,192,150,0.0,52.0,69.5,100,41.02,shortlisted
1366,98,490,0.0,68.5,60.5,60,38.62,shortlisted
1367,56,249,16.67,74.5,64.5,10,40.19,rejected
1368,13,249,0.0,92.5,64.5,10,38.92,rejected
1369,69,128,16.67,88.0,81.3,30,49.76,rejected
1370,45,391,0.0,95.5,97.9,50,50.83,rejected
1371,47,108,0.0,25.0,89.8,70,31.47,rejected
1372,132,343,0.0,98.5,92.6,70,53.94,rejected
1373,75,299,12.5,32.5,69.6,20,28.19,rejected
1374,30,313,0.0,28.0,78.5,90,33.67,rejected
1375,4,35,0.0,80.5,80.9,20,39.28,rejected
1376,68,85,0.0,100.0,96.0,100,59.4,rejected
1377,170,72,0.0,100.0,80.9,80,54.13,hired
1378,120,27,33.33,85.0,73.9,90,63.42,rejected
1379,139,433,0.0,43.0,69.6,70,33.84,shortlisted
1380,23,211,0.0,91.0,81.4,100,54.51,shortlisted
1381,41,339,0.0,76.0,90.4,50,43.86,rejected
1382,8,323,0.0,56.5,90.0,50,37.95,rejected
1383,161,133,0.0,32.5,64.5,10,20.92,shortlisted
1384,140,484,0.0,88.0,92.4,40,46.26,rejected
1385,22,121,0.0,38.5,79.3,80,35.44,rejected
1386,180,385,0.0,65.5,84.4,100,47.31,rejected
1387,132,305,0.0,52.0,93.7,10,31.16,rejected
1388,200,300,16.67,26.5,62.6,30,28.51,rejected
1389,38,460,14.29,46.0,89.0,10,34.36,shortlisted
1390,114,493,0.0,58.0,85.6,0,30.24,hired
1391,138,258,0.0,55.0,61.1,70,36.16,rejected
1392,75,476,0.0,91.0,86.4,90,53.76,rejected
1393,8,418,0.0,98.5,64.5,20,42.22,rejected
1394,19,497,0.0,97.0,94.3,40,49.24,rejected
1395,103,458,14.29,94.0,77.9,10,47.1,rejected
1396,137,71,50.0,41.5,74.0,30,48.05,shortlisted
1397,31,232,12.5,56.5,90.6,100,50.54,rejected
1398,92,268,50.0,2.5,87.4,40,39.86,rejected
1399,60,293,0.0,71.5,75.5,100,47.77,rejected
1400,130,192,28.57,89.5,81.9,50,58.06,shortlisted
1401,3,277,16.67,95.5,74.5,100,61.49,shortlisted
1402,7,133,0.0,50.5,64.5,10,26.32,rejected
1403,108,243,14.29,77.5,66.3,40,44.91,rejected
1404,171,48,14.29,77.5,64.9,60,47.7,rejected
1405,47,432,0.0,73.0,87.7,40,41.05,shortlisted
1406,145,44,0.0,82.0,77.7,70,46.75,rejected
1407,104,47,16.67,62.5,73.8,10,37.99,rejected
1408,172,44,0.0,97.0,77.7,70,51.25,rejected
1409,131,457,0.0,64.0,70.8,20,32.82,rejected
1410,152,139,28.57,25.0,80.6,70,41.52,rejected
1411,154,344,0.0,38.5,66.9,40,27.59,rejected
1412,130,78,85.71,91.0,84.4,50,81.75,shortlisted
1413,193,201,50.0,31.0,91.2,70,53.48,rejected
1415,171,326,0.0,91.0,65.9,40,43.19,shortlisted
1416,12,302,0.0,98.5,81.5,50,49.27,rejected
1417,183,61,0.0,26.5,69.2,30,22.83,rejected
1418,23,405,0.0,44.5,76.8,70,35.37,rejected
1419,29,182,0.0,61.0,69.9,0,28.79,rejected
1420,127,461,0.0,53.5,89.1,30,33.91,rejected
1421,64,91,62.5,100.0,96.6,70,79.99,shortlisted
1422,173,458,0.0,17.5,77.9,10,18.44,rejected
1423,142,286,0.0,97.0,79.2,80,52.98,rejected
1424,186,194,0.0,74.5,78.6,0,34.14,rejected
1425,200,477,0.0,64.0,67.1,90,42.77,rejected
1426,169,344,16.67,65.5,66.9,40,42.35,rejected
1427,47,150,0.0,32.5,69.5,100,35.17,rejected
1428,155,475,16.67,88.0,87.4,100,61.18,shortlisted
1429,164,145,0.0,88.0,75.7,10,39.25,rejected
1430,97,197,0.0,86.5,97.1,100,55.52,rejected
1431,185,136,0.0,86.5,79.2,60,46.83,rejected
1432,110,14,16.67,50.5,61.8,100,46.09,rejected
1433,131,160,0.0,85.0,62.8,0,34.92,shortlisted
1434,114,6,12.5,25.0,85.7,70,35.86,shortlisted
1435,87,53,28.57,83.5,79.9,20,51.46,rejected
1436,41,478,14.29,64.0,97.2,50,46.99,rejected
1437,195,125,0.0,47.5,64.0,10,25.35,rejected
1438,105,141,0.0,82.0,87.0,20,40.65,rejected
1439,33,1,0.0,92.5,96.6,50,49.74,rejected
1440,147,492,0.0,46.0,85.7,100,41.66,rejected
1441,57,137,0.0,83.5,90.2,40,44.58,rejected
1442,137,357,0.0,25.0,88.4,70,31.26,rejected
1443,158,22,0.0,70.0,88.2,50,41.73,rejected
1444,36,133,0.0,68.5,64.5,10,31.73,rejected
1445,39,386,0.0,46.0,87.3,30,31.39,rejected
1446,155,295,0.0,22.0,86.1,40,25.52,shortlisted
1447,6,320,0.0,46.0,74.6,0,24.99,rejected
1448,23,154,0.0,41.5,65.4,90,35.76,shortlisted
1449,29,301,0.0,64.0,63.8,30,33.27,rejected
1450,186,128,0.0,76.0,81.3,30,39.5,rejected
1451,194,308,0.0,47.5,69.1,80,36.62,rejected
1452,42,421,0.0,23.5,83.0,20,22.5,rejected
1453,183,209,0.0,0.0,92.1,60,22.82,shortlisted
1454,55,244,83.33,59.5,97.8,70,76.35,shortlisted
1455,1,175,0.0,85.0,76.0,20,39.9,shortlisted
1456,64,23,0.0,94.0,87.6,60,50.34,rejected
1457,83,285,0.0,62.5,78.6,50,38.04,rejected
1458,103,171,71.43,91.0,79.6,60,76.81,rejected
1459,180,12,14.29,70.0,94.9,20,43.95,rejected
1460,93,465,0.0,76.0,69.3,70,43.7,rejected
1461,193,155,0.0,0.0,86.1,10,14.41,rejected
1462,68,64,16.67,23.5,75.9,0,25.1,rejected
1463,110,163,0.0,98.5,84.7,40,48.25,rejected
1464,50,357,0.0,17.5,88.4,70,29.01,rejected
1465,8,404,0.0,88.0,73.9,50,44.98,rejected
1466,103,433,0.0,88.0,69.6,70,47.34,shortlisted
1467,194,380,14.29,23.5,81.5,50,32.49,rejected
1468,192,34,0.0,59.5,64.8,100,42.57,rejected
1469,33,359,0.0,71.5,89.3,10,36.34,rejected
1470,138,294,0.0,83.5,87.4,90,51.66,rejected
